,path,audio,values,target
195,./data/audios/hungry/C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav,"[ 0.00076829  0.00116571 -0.01460422 ... -0.01265559  0.08586322
  0.00149017]",./data/audios/save_np/C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav.npy,0
196,./data/audios/hungry/815af07e-4c31-4032-8bd1-dab6e60c879e-1433156413683-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -1.8553437e-03
  2.4228536e-03  0.0000000e+00]",./data/audios/save_np/815af07e-4c31-4032-8bd1-dab6e60c879e-1433156413683-1.7-m-04-hu.wav.npy,0
197,./data/audios/silence/silence.wav_104.wav,"[ 0.07085627  0.14554462  0.13233358 ... -0.09468457 -0.09472031
 -0.10941471]",./data/audios/save_np/silence.wav_104.wav.npy,3
198,./data/audios/silence/silence.wav_83.wav,"[-0.08719545 -0.17429194 -0.1571332  ...  0.03239816  0.02527041
  0.01067107]",./data/audios/save_np/silence.wav_83.wav.npy,3
199,./data/audios/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848101-1.0-f-26-hu.wav,"[-0.00035349 -0.00743015  0.00469534 ...  0.00182508  0.00171604
  0.00019277]",./data/audios/save_np/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848101-1.0-f-26-hu.wav.npy,0
200,./data/audios/hungry/E2C4BCE0-99FD-49EC-8AB1-5EA5DF7DD8C5-1430042952-1.0-m-04-hu.wav,"[ 0.00062025  0.00218649  0.0009193  ... -0.0094503  -0.0081334
 -0.00703187]",./data/audios/save_np/E2C4BCE0-99FD-49EC-8AB1-5EA5DF7DD8C5-1430042952-1.0-m-04-hu.wav.npy,0
201,./data/audios/laugh/laugh_1.m4a_32.wav,"[ 0.00298621  0.00023364 -0.00733712 ...  0.03410333  0.0232615
  0.03745304]",./data/audios/save_np/laugh_1.m4a_32.wav.npy,1
202,./data/audios/hungry/FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104396-1.0-m-04-hu.wav,"[ 1.0312094e-04 -5.1234772e-05  1.2386547e-05 ... -4.6365359e-04
 -4.8760567e-03  1.6932674e-03]",./data/audios/save_np/FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104396-1.0-m-04-hu.wav.npy,0
203,./data/audios/hungry/02ead89b-aa02-453e-8b83-6ebde9fe7551-1430233132879-1.7-m-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  2.2701967e-04
  6.8660651e-04  1.3579804e-03]",./data/audios/save_np/02ead89b-aa02-453e-8b83-6ebde9fe7551-1430233132879-1.7-m-26-hu.wav.npy,0
204,./data/audios/cry/V_2017-04-01+08_06_22=0_30.mp3_6.wav,"[-0.1036664  -0.23423064  0.05489677 ... -0.24756813  0.37393838
  0.08939982]",./data/audios/save_np/V_2017-04-01+08_06_22=0_30.mp3_6.wav.npy,0
205,./data/audios/silence/silence.wav_95.wav,"[-0.00467191  0.02447337  0.07640788 ...  0.26198915  0.26364353
  0.31392974]",./data/audios/save_np/silence.wav_95.wav.npy,3
206,./data/audios/silence/silence.wav_61.wav,"[-0.03249214 -0.05800079 -0.04955954 ...  0.07896725  0.07257096
  0.09015381]",./data/audios/save_np/silence.wav_61.wav.npy,3
207,./data/audios/silence/silence.wav_51.wav,"[-0.06114746 -0.11831248 -0.10955131 ...  0.850804    0.7798584
  0.8137311 ]",./data/audios/save_np/silence.wav_51.wav.npy,3
208,./data/audios/hungry/88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  9.5910051e-05
  6.8571593e-05  0.0000000e+00]",./data/audios/save_np/88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav.npy,0
209,./data/audios/silence/silence.wav_87.wav,"[ 0.24193342  0.4957656   0.46206266 ... -0.14789057 -0.12546308
 -0.13192892]",./data/audios/save_np/silence.wav_87.wav.npy,3
210,./data/audios/noise/1-40154-A.wav,"[-0.09027684 -0.02972983  0.12427652 ...  0.0327656   0.00504777
  0.        ]",./data/audios/save_np/1-40154-A.wav.npy,2
211,./data/audios/hungry/e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392936735-1.7-f-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -8.7584602e-05
 -1.8932604e-05  0.0000000e+00]",./data/audios/save_np/e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392936735-1.7-f-26-hu.wav.npy,0
212,./data/audios/silence/silence.wav_73.wav,"[-0.16367756 -0.31403664 -0.28364056 ...  0.11843814  0.11622373
  0.13176605]",./data/audios/save_np/silence.wav_73.wav.npy,3
213,./data/audios/hungry/8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895751-1.0-m-26-hu.wav,"[ 0.00458718 -0.01870711  0.00641579 ...  0.09585003 -0.15898469
 -0.04597344]",./data/audios/save_np/8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895751-1.0-m-26-hu.wav.npy,0
214,./data/audios/laugh/laugh_1.m4a_67.wav,"[-0.00010644  0.00293747  0.009537   ... -0.00114482  0.00062754
  0.00308503]",./data/audios/save_np/laugh_1.m4a_67.wav.npy,1
215,./data/audios/silence/silence.wav_12.wav,"[ 0.02607385  0.0590399   0.06181312 ... -0.21504813 -0.18324241
 -0.18186624]",./data/audios/save_np/silence.wav_12.wav.npy,3
216,./data/audios/hungry/8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430727792958-1.7-f-72-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -4.4025406e-03
 -5.9047830e-03  0.0000000e+00]",./data/audios/save_np/8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430727792958-1.7-f-72-hu.wav.npy,0
217,./data/audios/hungry/ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044897699-1.7-f-48-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -3.9772641e-02
 -3.3914130e-02  0.0000000e+00]",./data/audios/save_np/ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044897699-1.7-f-48-hu.wav.npy,0
218,./data/audios/hungry/D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1430036301-1.0-m-48-hu.wav,"[-0.00037987  0.00048222 -0.00011507 ...  0.0044625   0.00254893
 -0.00161567]",./data/audios/save_np/D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1430036301-1.0-m-48-hu.wav.npy,0
219,./data/audios/silence/silence.wav_44.wav,"[ 0.07765647  0.13980387  0.11534566 ... -0.03178305 -0.03837202
 -0.06492734]",./data/audios/save_np/silence.wav_44.wav.npy,3
220,./data/audios/noise/2-128465-A.wav,"[-0.00354999 -0.00366189 -0.01462238 ...  0.00143114 -0.00742262
  0.        ]",./data/audios/save_np/2-128465-A.wav.npy,2
221,./data/audios/laugh/laugh_1.m4a_65.wav,"[ 0.01069935 -0.00373746 -0.00630015 ... -0.00692913  0.00290335
  0.0086734 ]",./data/audios/save_np/laugh_1.m4a_65.wav.npy,1
222,./data/audios/cry/margot.m4a_22.wav,"[ 0.06830005  0.03343165 -0.17895955 ...  0.0159329   0.00959325
  0.00753085]",./data/audios/save_np/margot.m4a_22.wav.npy,0
223,./data/audios/cry/margot.m4a_14.wav,"[-0.18040593  0.00955177  0.26286146 ...  0.04929144  0.0345295
  0.02658588]",./data/audios/save_np/margot.m4a_14.wav.npy,0
224,./data/audios/hungry/7CF37029-1040-40B8-ACC9-7E6E5C03AF9B-1429808939-1.0-m-72-hu.wav,"[ 0.00272496 -0.01460482 -0.02627357 ... -0.00110099 -0.00163399
 -0.00236788]",./data/audios/save_np/7CF37029-1040-40B8-ACC9-7E6E5C03AF9B-1429808939-1.0-m-72-hu.wav.npy,0
225,./data/audios/hungry/96986c8b-9988-4c37-a0f8-e7c4269cc3ac-1431719845836-1.7-m-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  1.6942875e-02
 -3.9451800e-02  0.0000000e+00]",./data/audios/save_np/96986c8b-9988-4c37-a0f8-e7c4269cc3ac-1431719845836-1.7-m-26-hu.wav.npy,0
226,./data/audios/silence/silence.wav_59.wav,[0.23514554 0.4513918  0.37664193 ... 0.24565735 0.21956965 0.24543984],./data/audios/save_np/silence.wav_59.wav.npy,3
227,./data/audios/hungry/d6cda191-4962-4308-9a36-46d5648a95ed-1431882043380-1.7-m-04-hu.wav,"[-2.41642883e-05  3.09201714e-05 -3.77397701e-05 ... -1.17147155e-01
  1.08524784e-01  0.00000000e+00]",./data/audios/save_np/d6cda191-4962-4308-9a36-46d5648a95ed-1431882043380-1.7-m-04-hu.wav.npy,0
228,./data/audios/hungry/771fa0cc-4535-471b-9cec-d26deff8d567-1429803644891-1.7-m-04-hu.wav,"[ 1.9710833e-06 -2.0816515e-06  2.1162773e-06 ... -6.5266886e-03
 -1.8847160e-03  0.0000000e+00]",./data/audios/save_np/771fa0cc-4535-471b-9cec-d26deff8d567-1429803644891-1.7-m-04-hu.wav.npy,0
229,./data/audios/noise/4-183882-A.wav,"[-0.00510019 -0.00824691 -0.00929    ... -0.0497725  -0.04244946
  0.        ]",./data/audios/save_np/4-183882-A.wav.npy,2
230,./data/audios/noise/3-174840-A.wav,"[ 0.03399924 -0.05138565  0.0326005  ...  0.          0.
  0.        ]",./data/audios/save_np/3-174840-A.wav.npy,2
231,./data/audios/laugh/laugh_1.m4a_35.wav,"[-0.14124225 -0.21927579  0.1650508  ...  0.03928961 -0.02387184
  0.00634734]",./data/audios/save_np/laugh_1.m4a_35.wav.npy,1
232,./data/audios/noise/2-117271-A.wav,"[ 0.00192505 -0.00034505 -0.00643524 ...  0.00055636 -0.00031186
  0.        ]",./data/audios/save_np/2-117271-A.wav.npy,2
233,./data/audios/hungry/6d922623-8424-4625-be4c-4964e0c9e25c-1434898452774-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  3.7710597e-03
  3.1098544e-03  0.0000000e+00]",./data/audios/save_np/6d922623-8424-4625-be4c-4964e0c9e25c-1434898452774-1.7-m-04-hu.wav.npy,0
234,./data/audios/hungry/653bf718-94bd-40d0-af7c-8fe44e07640c-1430759214066-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -3.1552827e-03
 -6.5395613e-03  0.0000000e+00]",./data/audios/save_np/653bf718-94bd-40d0-af7c-8fe44e07640c-1430759214066-1.7-m-04-hu.wav.npy,0
235,./data/audios/cry/margot.m4a_7.wav,"[-0.06503133 -0.05978836  0.02576743 ... -0.06553351 -0.13852973
 -0.18847942]",./data/audios/save_np/margot.m4a_7.wav.npy,0
236,./data/audios/noise/4-204123-A.wav,"[-4.4297954e-05 -2.1523905e-04 -4.2252330e-04 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",./data/audios/save_np/4-204123-A.wav.npy,2
237,./data/audios/hungry/177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736533767-1.7-f-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -2.3051901e-01
 -1.9304821e-01  0.0000000e+00]",./data/audios/save_np/177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736533767-1.7-f-26-hu.wav.npy,0
238,./data/audios/hungry/80130d3a-ceb9-4460-8464-e956bac5c40d-1436850034856-1.7-m-72-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -5.6516636e-02
 -2.6000673e-02  0.0000000e+00]",./data/audios/save_np/80130d3a-ceb9-4460-8464-e956bac5c40d-1436850034856-1.7-m-72-hu.wav.npy,0
239,./data/audios/hungry/9090c7a3-bebc-4485-aafc-64e4298da3ac-1430109146143-1.7-f-26-hu.wav,"[ 2.0909252e-07 -7.6875938e-07  2.2233364e-06 ...  1.3579014e-01
 -6.6735953e-01  0.0000000e+00]",./data/audios/save_np/9090c7a3-bebc-4485-aafc-64e4298da3ac-1430109146143-1.7-f-26-hu.wav.npy,0
240,./data/audios/hungry/3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142760958-1.7-m-26-hu.wav,"[ 5.2725841e-07 -4.0473350e-07  2.3247800e-07 ...  1.0088739e-01
 -5.7388738e-02  0.0000000e+00]",./data/audios/save_np/3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142760958-1.7-m-26-hu.wav.npy,0
241,./data/audios/laugh/laugh_2.m4a_12.wav,"[-0.00050046 -0.00242099 -0.00187252 ...  0.00656636  0.0275897
 -0.01053978]",./data/audios/save_np/laugh_2.m4a_12.wav.npy,1
242,./data/audios/laugh/laugh_1.m4a_27.wav,"[-0.01103282 -0.02155976 -0.03552306 ...  0.02011224  0.02191722
  0.02517102]",./data/audios/save_np/laugh_1.m4a_27.wav.npy,1
243,./data/audios/hungry/6bd76f21-f279-4c46-9453-58c95e7b2475-1430767927715-1.7-m-72-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  5.7587463e-02
  4.2786080e-02  0.0000000e+00]",./data/audios/save_np/6bd76f21-f279-4c46-9453-58c95e7b2475-1430767927715-1.7-m-72-hu.wav.npy,0
244,./data/audios/hungry/743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860161-1.1-f-26-hu.wav,"[ 0.          0.          0.         ... -0.00653307  0.00154545
 -0.0063267 ]",./data/audios/save_np/743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860161-1.1-f-26-hu.wav.npy,0
245,./data/audios/laugh/laugh_1.m4a_10.wav,[0.00154782 0.00332483 0.00344359 ... 0.00138564 0.0018028  0.00229715],./data/audios/save_np/laugh_1.m4a_10.wav.npy,1
246,./data/audios/silence/silence.wav_42.wav,"[-0.08149451 -0.1608313  -0.13362148 ...  0.0940962   0.07062554
  0.04686833]",./data/audios/save_np/silence.wav_42.wav.npy,3
247,./data/audios/hungry/4be720ce-a5e5-4a48-930f-a212f8a239f6-1434737694572-1.7-f-48-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  2.6606394e-03
  4.0923930e-03  0.0000000e+00]",./data/audios/save_np/4be720ce-a5e5-4a48-930f-a212f8a239f6-1434737694572-1.7-f-48-hu.wav.npy,0
248,./data/audios/silence/silence.wav_101.wav,"[ 0.18116206  0.36130407  0.32850733 ... -0.3390864  -0.30574855
 -0.33024138]",./data/audios/save_np/silence.wav_101.wav.npy,3
249,./data/audios/hungry/70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  3.1133848e-01
  1.5373427e-01  0.0000000e+00]",./data/audios/save_np/70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav.npy,0
250,./data/audios/hungry/ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044808480-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -1.7353632e-02
 -1.0653728e-02  0.0000000e+00]",./data/audios/save_np/ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044808480-1.7-m-04-hu.wav.npy,0
251,./data/audios/hungry/D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1430036283-1.0-m-48-hu.wav,"[ 0.00105208  0.00182528 -0.00096041 ... -0.01614651  0.07760652
 -0.03007542]",./data/audios/save_np/D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1430036283-1.0-m-48-hu.wav.npy,0
252,./data/audios/hungry/b8fe4527-5e46-437f-897d-be32112bc1c8-1430166086647-1.7-f-48-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -3.7276342e-05
 -9.1866845e-05  0.0000000e+00]",./data/audios/save_np/b8fe4527-5e46-437f-897d-be32112bc1c8-1430166086647-1.7-f-48-hu.wav.npy,0
253,./data/audios/hungry/3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430124221551-1.7-m-26-hu.wav,"[ 1.4448332e-06 -1.8013956e-06  2.4416497e-06 ... -2.3887163e-01
  4.6503550e-01  0.0000000e+00]",./data/audios/save_np/3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430124221551-1.7-m-26-hu.wav.npy,0
254,./data/audios/hungry/CC8771B1-C84E-4223-A010-029A7629A975-1434107299-1.1-f-04-hu.wav,"[-8.8754336e-05 -4.5456570e-03  3.7058704e-02 ...  8.0787092e-03
  4.5481259e-03 -1.0900029e-03]",./data/audios/save_np/CC8771B1-C84E-4223-A010-029A7629A975-1434107299-1.1-f-04-hu.wav.npy,0
255,./data/audios/hungry/5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635069-1.0-m-26-hu.wav,"[ 1.4332993e-04  2.7408749e-05  1.7418057e-05 ... -6.9224220e-03
 -2.1122513e-02 -1.2710211e-01]",./data/audios/save_np/5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635069-1.0-m-26-hu.wav.npy,0
256,./data/audios/silence/silence.wav_55.wav,[0.2523643  0.49475408 0.42308807 ... 0.13451822 0.1088782  0.08449043],./data/audios/save_np/silence.wav_55.wav.npy,3
257,./data/audios/hungry/2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav,"[-0.00072881  0.00154565  0.00159491 ...  0.00163331  0.00291456
  0.00284197]",./data/audios/save_np/2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav.npy,0
258,./data/audios/hungry/3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430123758633-1.7-m-26-hu.wav,"[ 1.4258482e-06 -1.5863312e-06  1.9316872e-06 ...  3.5823047e-02
  4.4905874e-03  0.0000000e+00]",./data/audios/save_np/3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430123758633-1.7-m-26-hu.wav.npy,0
259,./data/audios/silence/silence.wav_15.wav,"[ 0.05836647  0.12452295  0.12715052 ... -0.25393257 -0.24249856
 -0.2630718 ]",./data/audios/save_np/silence.wav_15.wav.npy,3
260,./data/audios/hungry/FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav,"[ 0.          0.          0.         ... -0.00991956  0.00165103
  0.01524033]",./data/audios/save_np/FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav.npy,0
261,./data/audios/hungry/24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  2.6464990e-01
 -1.8759342e-01  0.0000000e+00]",./data/audios/save_np/24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav.npy,0
262,./data/audios/hungry/52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041644396-1.7-m-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -1.7235241e-03
 -2.9447218e-03 -2.6767608e-03]",./data/audios/save_np/52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041644396-1.7-m-26-hu.wav.npy,0
263,./data/audios/silence/silence.wav_77.wav,"[ 0.34049737  0.6653661   0.5778597  ... -0.11292672 -0.10233112
 -0.10998561]",./data/audios/save_np/silence.wav_77.wav.npy,3
264,./data/audios/hungry/F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849313-1.1-f-48-hu.wav,"[ 0.00057736 -0.00958735 -0.01673303 ...  0.00492896  0.01958969
  0.01050896]",./data/audios/save_np/F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849313-1.1-f-48-hu.wav.npy,0
265,./data/audios/hungry/743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860028-1.1-f-26-hu.wav,"[-5.2756682e-04 -2.1561321e-04  1.7996093e-05 ...  4.8211094e-02
  2.5393855e-02  3.1745790e-03]",./data/audios/save_np/743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860028-1.1-f-26-hu.wav.npy,0
266,./data/audios/laugh/laugh_1.m4a_62.wav,[0.00116465 0.00717154 0.00973946 ... 0.00061495 0.0005049  0.00154597],./data/audios/save_np/laugh_1.m4a_62.wav.npy,1
267,./data/audios/silence/silence.wav_2.wav,"[ 0.03595123  0.07809322  0.08295343 ... -0.11493818 -0.10695773
 -0.10086786]",./data/audios/save_np/silence.wav_2.wav.npy,3
268,./data/audios/cry/Louise_01.m4a_9.wav,"[-0.00487012 -0.00366077  0.00179271 ... -0.03664972 -0.08482141
  0.03185115]",./data/audios/save_np/Louise_01.m4a_9.wav.npy,0
269,./data/audios/hungry/B400D2D0-9FCE-472E-A152-1FF349B9B407-1436845915-1.1-m-04-hu.wav,"[-1.2480027e-04  8.9945221e-05 -4.2966487e-05 ... -9.8023498e-05
 -4.8554497e-04 -5.6229108e-03]",./data/audios/save_np/B400D2D0-9FCE-472E-A152-1FF349B9B407-1436845915-1.1-m-04-hu.wav.npy,0
270,./data/audios/cry/V_2017-04-01+08_06_22=0_30.mp3_5.wav,"[-0.02619977  0.08344574  0.11868379 ... -0.08280252 -0.12177754
 -0.09248549]",./data/audios/save_np/V_2017-04-01+08_06_22=0_30.mp3_5.wav.npy,0
271,./data/audios/silence/silence.wav_67.wav,"[-0.01510843 -0.04125199 -0.06084708 ...  0.08338712  0.08265971
  0.09344383]",./data/audios/save_np/silence.wav_67.wav.npy,3
272,./data/audios/hungry/9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927693-1.0-f-04-hu.wav,"[-0.03064916  0.04523798 -0.05739093 ... -0.00811433 -0.00612105
 -0.00473867]",./data/audios/save_np/9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927693-1.0-f-04-hu.wav.npy,0
273,./data/audios/hungry/1445575b-80ad-477b-8e48-36194cac728e-1430244987914-1.7-f-48-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  6.3109316e-02
  7.9381801e-02  0.0000000e+00]",./data/audios/save_np/1445575b-80ad-477b-8e48-36194cac728e-1430244987914-1.7-f-48-hu.wav.npy,0
274,./data/audios/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav,"[-0.0008768   0.00459366 -0.00182355 ... -0.04952312  0.00842634
  0.02722747]",./data/audios/save_np/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav.npy,0
275,./data/audios/silence/silence.wav_45.wav,"[-0.06714299 -0.12892097 -0.10382646 ... -0.2108153  -0.20356074
 -0.22707923]",./data/audios/save_np/silence.wav_45.wav.npy,3
276,./data/audios/laugh/laugh_1.m4a_38.wav,"[-0.00032278 -0.00167335 -0.01282598 ...  0.00021258  0.00039939
 -0.00187093]",./data/audios/save_np/laugh_1.m4a_38.wav.npy,1
277,./data/audios/hungry/F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav,"[ 0.0150037  -0.02751515  0.00855738 ... -0.2537945  -0.05454232
  0.07095326]",./data/audios/save_np/F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav.npy,0
278,./data/audios/hungry/415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  4.1898486e-04
  4.4958913e-03  0.0000000e+00]",./data/audios/save_np/415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav.npy,0
279,./data/audios/noise/3-124795-A.wav,[0.00199309 0.00489345 0.00405473 ... 0.         0.         0.        ],./data/audios/save_np/3-124795-A.wav.npy,2
280,./data/audios/noise/2-72688-A.wav,"[-0.00733688 -0.00708799  0.008269   ... -0.03742801 -0.06910302
  0.        ]",./data/audios/save_np/2-72688-A.wav.npy,2
281,./data/audios/noise/3-51731-A.wav,"[-0.0295352  -0.01680703 -0.05174359 ...  0.00194745 -0.0036018
  0.        ]",./data/audios/save_np/3-51731-A.wav.npy,2
282,./data/audios/hungry/539FDD32-6326-422E-A707-FCF063D3426C-1437073534-1.1-f-26-hu.wav,"[ 0.          0.          0.         ... -0.14130908  0.06692333
  0.00860676]",./data/audios/save_np/539FDD32-6326-422E-A707-FCF063D3426C-1437073534-1.1-f-26-hu.wav.npy,0
283,./data/audios/hungry/5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav,"[8.2749034e-07 1.0626146e-05 2.0814572e-05 ... 4.2556395e-04 8.0822868e-04
 0.0000000e+00]",./data/audios/save_np/5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav.npy,0
284,./data/audios/noise/5-156999-A.wav,"[ 3.5293553e-02  6.9523446e-02  6.2171429e-02 ... -7.9338482e-09
  1.0904860e-07  0.0000000e+00]",./data/audios/save_np/5-156999-A.wav.npy,2
285,./data/audios/silence/silence.wav_94.wav,"[-0.11524318 -0.22715114 -0.19896992 ...  0.0909712   0.08881956
  0.10348124]",./data/audios/save_np/silence.wav_94.wav.npy,3
286,./data/audios/noise/5-257839-A.wav,[0.04985468 0.09313582 0.07766973 ... 0.01622688 0.01891067 0.        ],./data/audios/save_np/5-257839-A.wav.npy,2
287,./data/audios/laugh/laugh_2.m4a_1.wav,"[-0.0019431  -0.00119279  0.0019617  ... -0.00211061 -0.00466338
 -0.00299945]",./data/audios/save_np/laugh_2.m4a_1.wav.npy,1
288,./data/audios/laugh/laugh_2.m4a_18.wav,"[ 0.00284414  0.00954626  0.00496996 ...  0.01946432 -0.04258
 -0.02307855]",./data/audios/save_np/laugh_2.m4a_18.wav.npy,1
289,./data/audios/hungry/A123AD65-38D3-4A65-AB37-330034765840-1430093699-1.0-m-04-hu.wav,"[ 0.00046786  0.00402318 -0.00060979 ...  0.00192642  0.00252709
  0.0049005 ]",./data/audios/save_np/A123AD65-38D3-4A65-AB37-330034765840-1430093699-1.0-m-04-hu.wav.npy,0
290,./data/audios/laugh/laugh_1.m4a_47.wav,"[-0.1020011  -0.17340675 -0.11789043 ...  0.13828656  0.08181901
  0.07071204]",./data/audios/save_np/laugh_1.m4a_47.wav.npy,1
291,./data/audios/silence/silence.wav_23.wav,"[ 0.05656241  0.11087473  0.10714589 ... -0.3378026  -0.29380918
 -0.3147517 ]",./data/audios/save_np/silence.wav_23.wav.npy,3
292,./data/audios/noise/5-192191-A.wav,"[-6.4680022e-03 -9.0430267e-03 -5.3615198e-03 ...  6.4391643e-05
  8.3478546e-05  0.0000000e+00]",./data/audios/save_np/5-192191-A.wav.npy,2
293,./data/audios/hungry/50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007691-1.0-m-26-hu.wav,"[ 0.00093729 -0.00473102  0.08414863 ...  0.02129859  0.0468807
  0.00188708]",./data/audios/save_np/50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007691-1.0-m-26-hu.wav.npy,0
294,./data/audios/silence/silence.wav_70.wav,"[-0.07006763 -0.14123333 -0.12994462 ... -0.13639265 -0.12374759
 -0.14257479]",./data/audios/save_np/silence.wav_70.wav.npy,3
295,./data/audios/silence/silence.wav_35.wav,"[-0.1581489  -0.31575504 -0.29293826 ... -0.26981634 -0.24406794
 -0.24653187]",./data/audios/save_np/silence.wav_35.wav.npy,3
